Name,State,City,Zip,Type,Image,Ranking,ACT,AidPercentage,AcceptanceRate,Fees,GPAAvg,Enrollment,SATAvg,SATRange,ACTRange,YearFounded,AcademicCalendar,Setting,SchoolWebsite
Princeton University,NJ,Princeton,8544,private,https://www.usnews.com/dims4/USNEWS/f7b3088/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4a%2Fde%2Fe754e2714cae81f92edb1c7b273d%2F190827princeton-university23.jpg,1,32,61,5,51870,3.9,5428,1440,1440-1570,32-35,1746,Semester,Suburban,http://www.princeton.edu
Harvard University,MA,Cambridge,2138,private,https://www.usnews.com/dims4/USNEWS/41d5f91/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F65%2F09a2103d862fb8eb15a9a6542c080b%2Fcollege-photo_8866.jpg,2,33,55,5,51925,4,6788,1460,1460-1580,33-35,1636,Semester,Urban,http://www.harvard.edu/
Massachusetts Institute of Technology,MA,Cambridge,2139,private,https://www.usnews.com/dims4/USNEWS/7387a62/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa8%2Fc5193da7eb9dcbd26e794c018ac87a%2Fcollege-photo_6935.jpg,3,34,60,7,53790,,4602,1500,1500-1570,34-36,1861,Unknown,Urban,http://web.mit.edu/
Columbia University,NY,New York,10027,private,https://www.usnews.com/dims4/USNEWS/2a6cd5c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1d%2F422774361a22d50cb6230e30fbeb84%2Fcollege-photo_36142.jpg,3,33,50,6,61850,,6202,1450,1450-1560,33-35,1754,Semester,Urban,http://www.columbia.edu
Yale University,CT,New Haven,6520,private,https://www.usnews.com/dims4/USNEWS/fd89007/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8f%2Ff7526019804e07ae828f06b89df8c0%2Fcollege-photo_8737.jpg,3,33,53,6,55500,,5964,1450,1450-1560,33-35,1701,Semester,City,http://www.yale.edu/
Stanford University,CA,Stanford,94305,private,https://www.usnews.com/dims4/USNEWS/1b44b84/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6d%2Fc497d367e3b5da44ac673b8f9dfbbf%2Fcollege-photo_10369.jpg,6,32,48,4,53529,3.9,7087,1420,1420-1570,32-35,1885,Quarter,Suburban,http://www.stanford.edu
University of Chicago,IL,Chicago,60637,private,https://www.usnews.com/dims4/USNEWS/80f7a99/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1b%2F21b5db2ec835c2de92b9fb30131c19%2Fcollege-photo_23449.jpg,6,33,41,7,59298,,6552,1490,1490-1570,33-35,1890,Quarter,Urban,http://www.uchicago.edu
University of Pennsylvania,PA,Philadelphia,19104,private,https://www.usnews.com/dims4/USNEWS/8299dfb/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7c%2F2357eaa9bde06e03bfb80c920320a0%2Fcollege-photo_27654.jpg,6,32,46,8,57770,3.9,10183,1440,1440-1560,32-35,1740,Semester,Urban,http://www.upenn.edu
Northwestern University,IL,Evanston,60208,private,https://www.usnews.com/dims4/USNEWS/0dfe5bf/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1b%2F883eda3cecf9310213504704f8e6f5%2Fcollege-photo_34282.jpg,9,33,45,8,56691,,8231,1430,1430-1550,33-35,1851,Quarter,Suburban,http://www.northwestern.edu
Duke University,NC,Durham,27708,private,https://www.usnews.com/dims4/USNEWS/6cc3dc9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F25%2F2d774e6ec10d6ad447ab9c8f3bbd63%2Fcollege-photo_35613.jpg,10,33,44,9,58198,,6682,1450,1450-1570,33-35,1838,Semester,Suburban,http://www.duke.edu/
Johns Hopkins University,MD,Baltimore,21218,private,https://www.usnews.com/dims4/USNEWS/8f6faba/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F16%2Fd110e9e042d0e4bd05b155b1be212b%2Fcollege-photo_9422.jpg,10,33,52,11,55350,3.9,6064,1470,1470-1560,33-35,1876,Semester,Urban,http://www.jhu.edu
California Institute of Technology,CA,Pasadena,91125,private,https://www.usnews.com/dims4/USNEWS/cefe4af/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F36%2Fb2a8b47dd2d1a501ad2f9a8338118e%2Fcollege-photo_34898.jpg,12,35,53,7,54600,,948,1530,1530-1580,35-36,1891,Quarter,Suburban,http://www.caltech.edu
Dartmouth College,NH,Hanover,3755,private,https://www.usnews.com/dims4/USNEWS/dd99b75/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2e%2F78bc83f90d949c3e6286102d6dde3e%2Fcollege-photo_33512.jpg,12,31,49,9,57204,,4417,1420,1420-1560,31-35,1769,Quarter,Rural,http://www.dartmouth.edu
Brown University,RI,Providence,2912,private,https://www.usnews.com/dims4/USNEWS/ba8c31b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F21%2Ff608d436bc6e26934f70036b23e1bb%2Fcollege-photo_26074.jpg,14,32,41,8,58504,,7043,1420,1420-1550,32-35,1764,Semester,City,https://www.brown.edu/admission/undergraduate/
University of Notre Dame,IN,Notre Dame,46556,private,https://www.usnews.com/dims4/USNEWS/1dd41e6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F53%2Ffff707d9cd1e8e4d55454e57f6c8b7%2Fcollege-photo_154.jpg,15,33,47,18,55553,,8617,1400,1400-1550,33-35,1842,Semester,City,http://www.nd.edu
Vanderbilt University,TN,Nashville,37240,private,https://www.usnews.com/dims4/USNEWS/d622ae7/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8c%2F430f3ff9ef5d24a6321b73d987d3e2%2Fcollege-photo_313.jpg,15,33,49,10,52070,3.8,6861,1450,1450-1560,33-35,1873,Semester,Urban,http://www.vanderbilt.edu
Cornell University,NY,Ithaca,14853,private,https://www.usnews.com/dims4/USNEWS/0a46cc9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F59%2F0dd395ffda36a08c792a2b32303c7b%2Fcollege-photo_73.jpg,17,32,46,11,57222,,15182,1390,1390-1540,32-34,1865,Semester,Rural,http://www.cornell.edu
Rice University,TX,Houston,77251,private,https://www.usnews.com/dims4/USNEWS/e21518f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe4%2F61d9cccbee2c7fea77213314cf2440%2Fcollege-photo_5187.jpg,17,33,39,11,49112,,3992,1450,1450-1560,33-35,1912,Semester,Urban,http://www.rice.edu
Washington University in St. Louis,MO,St. Louis,63130,private,https://www.usnews.com/dims4/USNEWS/a4fc7a0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fed%2Fc2e58f47b4fdb736d60272603fe81f%2Fcollege-photo_826.jpg,19,32,41,15,55292,,7751,1470,1470-1570,32-35,1853,Semester,Suburban,http://www.wustl.edu
University of California--Los Angeles,CA,Los Angeles,90095,public,https://www.usnews.com/dims4/USNEWS/9b08230/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa5%2Fc739f4b5f9b9473ecf5578abf290bc%2Fcollege-photo_5632.jpg,20,28,14,14,42218,3.9,31577,1270,1270-1520,28-34,1919,Quarter,Urban,http://www.ucla.edu/
Emory University,GA,Atlanta,30322,private,https://www.usnews.com/dims4/USNEWS/0ca478e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff8%2F56795a274c65bd479f879fb22b191a%2Femory-wall.jpg,21,31,45,19,53804,3.8,7086,1350,1350-1520,31-34,1836,Semester,City,http://www.emory.edu
University of California--Berkeley,CA,Berkeley,94720,public,https://www.usnews.com/dims4/USNEWS/a4bc43d/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fde%2F0d94d5e7c41f245912bce74f83a846%2Fcollege-photo_2013.jpg,22,28,12,15,43176,3.9,30853,1300,1300-1530,28-34,1868,Semester,City,//www.berkeley.edu
University of Southern California,CA,Los Angeles,90089,private,https://www.usnews.com/dims4/USNEWS/1716f37/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd9%2Feab50c4d7d394ddf2eafc05777c45f%2Fcollege-photo_11618.jpg,22,30,34,13,58195,3.8,19907,1350,1350-1530,30-34,1880,Semester,Urban,http://www.usc.edu/
Georgetown University,DC,Washington,20057,private,https://www.usnews.com/dims4/USNEWS/7b45a5f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F12%2Fc35d6d7be388e893723c293388c519%2Fcollege-photo_27270.jpg,24,31,36,15,56058,,7459,1370,1370-1530,31-34,1789,Semester,Urban,http://www.georgetown.edu
Carnegie Mellon University,PA,Pittsburgh,15213,private,https://www.usnews.com/dims4/USNEWS/5d5888b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc7%2F5cc4f10c79126ea2a09bd2c7bebf75%2Fcollege-photo_33151.jpg,25,33,38,17,57119,3.8,6947,1450,1450-1550,33-35,1900,Semester,Urban,http://www.cmu.edu
University of Michigan--Ann Arbor,MI,Ann Arbor,48109,public,https://www.usnews.com/dims4/USNEWS/01277f1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F90%2F363ccab41098d16654b58fde153832%2Fcollege-photo_25610.jpg,25,30,28,23,51200,3.9,30318,1330,1330-1510,30-34,1817,Trimester,City,//umich.edu
Wake Forest University,NC,Winston-Salem,27109,private,https://www.usnews.com/dims4/USNEWS/786c4b0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F96%2F20796e235018f451de8f0451e43f33%2Fcollege-photo_11989.jpg,27,29,29,29,55440,,5225,1310,1310-1470,29-33,1834,Semester,Suburban,http://www.wfu.edu
University of Virginia,VA,Charlottesville,22904,public,https://www.usnews.com/dims4/USNEWS/2975b17/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcd%2Fc4797df7ab3ec18213c260c5a64502%2Fcollege-photo_2352.jpg,28,30,31,26,50920,4,16777,1330,1330-1500,30-34,1819,Semester,Suburban,http://www.virginia.edu
Georgia Institute of Technology,GA,Atlanta,30332,public,https://www.usnews.com/dims4/USNEWS/fd610f1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb7%2F3d7674f4887a909f520eb9c4d17fd1%2F16NE10500-P1-018-h.jpg,29,31,19,23,33794,4,16049,1390,1390-1540,31-34,1885,Semester,Urban,http://admission.gatech.edu
New York University,NY,New York,10012,private,https://www.usnews.com/dims4/USNEWS/7fa3ef5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6b%2F4bad241338efa4bc9c9310b57112f6%2Fcollege-photo_6426.jpg,29,29,45,20,53308,3.6,26733,1310,1310-1510,29-34,1831,Semester,Urban,http://www.nyu.edu
Tufts University,MA,Medford,2155,private,https://www.usnews.com/dims4/USNEWS/f121cf1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F60%2F6e00b7a3707b65cf2a7fcf38ead436%2Fcollege-photo_8428.jpg,29,31,34,15,58578,,5643,1380,1380-1530,31-34,1852,Semester,Suburban,http://www.tufts.edu
University of North Carolina--Chapel Hill,NC,Chapel Hill,27599,public,https://www.usnews.com/dims4/USNEWS/e86b41a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc4%2F491d7fb9c085fb4b302accdd6f0a4a%2Fcollege-photo_2832.jpg,29,27,39,22,36222,,19117,1270,1270-1470,27-33,1789,Semester,Suburban,http://www.unc.edu
University of Rochester,NY,Rochester,14627,private,https://www.usnews.com/dims4/USNEWS/8b755db/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F27%2F20d59c29226d1cb2e0b5e78fe99ce9%2Fcollege-photo_2965.jpg,29,30,54,29,56026,,6535,1320,1320-1500,30-34,1855,Semester,Suburban,http://www.tcnj.edu
University of California--Santa Barbara,CA,Santa Barbara,93106,public,https://www.usnews.com/dims4/USNEWS/d4db86b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F13%2F975f931d5bf105fd4c372243ea494b%2FUC-Santa-Barbara-_49A3469-web.jpg,34,26,6,32,43383,4,23070,1230,1230-1480,26-32,1909,Quarter,Suburban,https://www.ucsb.edu/
University of Florida,FL,Gainesville,32611,public,https://www.usnews.com/dims4/USNEWS/6d67236/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F37%2F7a0b350c5817d691916a1f58e84fb9%2Fcollege-photo_33594.jpg,34,27,17,39,28658,4,35491,1280,1280-1440,27-32,1853,Semester,Suburban,http://www.ufl.edu
University of California--Irvine,CA,Irvine,92697,public,https://www.usnews.com/dims4/USNEWS/95bcd22/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7c%2Ff4ad1159ac936f2c8e95c998eefd32%2FUCI_Greg_Student_Center-9.jpg,36,,4,29,43481,4,29736,1180,1180-1440,N/A,1965,Quarter,Suburban,http://www.uci.edu
University of California--San Diego,CA,La Jolla,92093,public,https://www.usnews.com/dims4/USNEWS/461464f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8e%2F30bc9db5b245b89c5d9063acd2ceb4%2Fcollege-photo_19990.jpg,37,26,5,30,43162,4,30285,1250,1250-1470,26-33,1960,Quarter,Urban,http://www.ucsd.edu/
Boston College,MA,Chestnut Hill,2467,private,https://www.usnews.com/dims4/USNEWS/6bd0856/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6e%2Fd8a881f19b211928f27b07fa3171de%2Fcollege-photo_16949.jpg,37,31,37,28,57910,,9377,1320,1320-1490,31-34,1863,Semester,Suburban,http://www.bc.edu
University of California--Davis,CA,Davis,95616,public,https://www.usnews.com/dims4/USNEWS/ac2f008/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0c%2Fec8a2b1ae32ba1d7937497c0fea02e%2Fcollege-photo_35047.jpg,39,25,6,41,43484,,30872,1150,1150-1410,25-31,1880,Semester,Rural,http://www.bridgewater.edu
Boston University,MA,Boston,2215,private,https://www.usnews.com/dims4/USNEWS/a3f93fd/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe6%2Fc4045480c402294ee0f69f339e7593%2Fcollege-photo_34160.jpg,40,30,40,22,55892,3.7,18515,1330,1330-1500,30-33,1839,Semester,Urban,http://www.bu.edu
Brandeis University,MA,Waltham,2454,private,https://www.usnews.com/dims4/USNEWS/9a9f53b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe5%2F06beed44e99b6b9e7dc3a001448c87%2Fcollege-photo_20366.jpg,40,29,45,31,57561,3.8,3639,1280,1280-1500,29-33,1948,Semester,Suburban,http://www.brandeis.edu
Case Western Reserve University,OH,Cleveland,44106,private,https://www.usnews.com/dims4/USNEWS/c1fb754/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F73%2F89297a497b68db55c95d4b31ef24ba%2Fcollege-photo_8808.jpg,40,30,46,29,50904,,5262,1350,1350-1520,30-34,1826,Semester,Urban,http://www.case.edu
College of William and Mary,VA,Williamsburg,23187,public,https://www.usnews.com/dims4/USNEWS/97be930/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc8%2Fa5f8ea508ccac374884b1a41dbbf8f%2Fcollege-photo_29563.jpg,40,30,26,37,46283,4,6377,1310,1310-1490,30-33,1693,Semester,Suburban,http://www.wm.edu
Northeastern University,MA,Boston,2115,private,https://www.usnews.com/dims4/USNEWS/4674af4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F20%2F1cbbad31e6157f63445ad855fcdbaf%2Fcollege-photo_31421.jpg,40,32,30,19,53506,,13909,1360,1360-1540,32-34,1898,Semester,Urban,http://www.northeastern.edu/
Tulane University,LA,New Orleans,70118,private,https://www.usnews.com/dims4/USNEWS/574bcfc/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa3%2F27198a7ba9d4c2909e318d3da75173%2Fcollege-photo_34989.jpg,40,30,31,17,56800,3.6,6773,1350,1350-1490,30-33,1834,Semester,Urban,http://www.tulane.edu
University of Wisconsin--Madison,WI,Madison,53706,public,https://www.usnews.com/dims4/USNEWS/7cfcbcf/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7a%2Ff94ebe41ae2cca4b4f0118e82c486f%2Fcollege-photo_30990.jpg,46,27,15,52,37785,3.9,32648,1300,1300-1480,27-32,1848,Semester,City,http://www.wisc.edu
Villanova University,PA,Villanova,19085,private,https://www.usnews.com/dims4/USNEWS/95da060/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fac%2Fc5781ac26261fc6a4d9fa9a8477ddd%2Fcollege-photo_35418.jpg,46,30,43,29,55430,3.9,6917,1300,1300-1470,30-33,1842,Semester,Suburban,http://www.villanova.edu
University of Illinois--Urbana-Champaign,IL,Champaign,61820,public,https://www.usnews.com/dims4/USNEWS/9601d6d/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0a%2F05aead8111896ca3aba4bff3c816e3%2Fcollege-photo_12941.jpg,48,26,8,62,33352,,33915,1220,1220-1480,26-32,1867,Semester,City,http://illinois.edu
University of Texas--Austin,TX,Austin,78705,public,https://www.usnews.com/dims4/USNEWS/4c1f35a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fea%2Fc51bba521211dbd1e7f6754542e180%2Fcollege-photo_26169.jpg,48,27,5,39,38228,,40804,1230,1230-1480,27-33,1883,Semester,Urban,http://www.utexas.edu
Lehigh University,PA,Bethlehem,18015,private,https://www.usnews.com/dims4/USNEWS/9f31ccb/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F7b%2Fa7c6a18fa04802daacbf11bcef0d79%2Fcollege-photo_35953.jpg,50,29,40,22,55240,,5047,1270,1270-1450,29-33,1865,Semester,City,https://www1.lehigh.edu
Pepperdine University,CA,Malibu,90263,private,https://www.usnews.com/dims4/USNEWS/18c3fdb/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ffe%2Fa865facc742e3b4b4c31863dd42e82%2Fcollege-photo_6515.jpg,50,26,52,36,55892,3.7,3627,1220,1220-1420,26-32,1937,Semester,Suburban,http://www.pepperdine.edu
Rensselaer Polytechnic Institute,NY,Troy,12180,private,https://www.usnews.com/dims4/USNEWS/87b72cf/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff7%2Fcf3e59fae56b9ace846d167b8a2480%2Fcollege-photo_3861.jpg,50,29,58,43,55378,3.9,6628,1330,1330-1500,29-33,1824,Semester,Suburban,http://www.rpi.edu
University of Georgia,GA,Athens,30602,public,https://www.usnews.com/dims4/USNEWS/d77c1e6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa9%2F59d77fa64379a3d601d963e68dadf3%2Fcollege-photo_28433.jpg,50,27,11,49,31120,4,29611,1240,1240-1410,27-32,1785,Semester,City,http://www.admissions.uga.edu
Santa Clara University,CA,Santa Clara,95053,private,https://www.usnews.com/dims4/USNEWS/f372418/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1d%2F0c731397a0bc3098617157a2159f51%2Fcollege-photo_24574.jpg,54,28,32,50,53634,3.7,5520,1270,1270-1440,28-32,1851,Differs by program,City,http://www.scu.edu
Ohio State University--Columbus,OH,Columbus,43210,public,https://www.usnews.com/dims4/USNEWS/56ddbf4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4d%2F068670b264e2badab91987f4639cbc%2Fcollege-photo_21645.jpg,54,27,8,52,32061,,46820,1240,1240-1450,27-32,1923,Semester,Rural,http://www.schreiner.edu
Syracuse University,NY,Syracuse,13244,private,https://www.usnews.com/dims4/USNEWS/e7098c0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcb%2F53a7cc282100311bf0c29d16c2a67c%2Fcollege-photo_22933.jpg,54,25,41,50,53849,3.7,15226,1180,1180-1370,25-30,1870,Semester,City,https://www.syracuse.edu
Florida State University,FL,Tallahassee,32306,public,https://www.usnews.com/dims4/USNEWS/4eda5a9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fbb%2F7003562f043ea2e299d5a44d9c0bbc%2F11_0241_%28011%29.jpg,57,26,24,37,21673,4,32472,1200,1200-1350,26-30,1851,Semester,City,http://www.fsu.edu
Pennsylvania State University--University Park,PA,University Park,16802,public,https://www.usnews.com/dims4/USNEWS/adc93ab/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0e%2F5de474cdda2fe39ff0c60d2db0259e%2Fcollege-photo_5953.jpg,57,25,17,56,35514,,40363,1160,1160-1360,25-30,1855,Semester,City,http://www.psu.edu
Purdue University--West Lafayette,IN,West Lafayette,47907,public,https://www.usnews.com/dims4/USNEWS/4ff9049/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1b%2F10e3ffe142fb8c23d5128df1de75a2%2Fcollege-photo_3097.jpg,57,25,23,58,28794,3.7,32672,1180,1180-1410,25-32,1869,Semester,City,http://www.purdue.edu
University of Miami,FL,Coral Gables,33124,private,https://www.usnews.com/dims4/USNEWS/06c5142/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8d%2F3ab1f0d8509a33f8dec799faccdded%2Fcollege-photo_11206.jpg,57,29,31,32,51930,3.6,11117,1250,1250-1430,29-32,1925,Semester,Suburban,http://www.miami.edu
University of Pittsburgh,PA,Pittsburgh,15260,public,https://www.usnews.com/dims4/USNEWS/6e5de36/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcb%2F27750e68ae1da0cb0935e0a9b92eba%2Fcollege-photo_31411.jpg,57,28,,59,33746,4,19330,1270,1270-1430,28-33,1787,Semester,Urban,http://www.oafa.pitt.edu/
University of Washington,WA,Seattle,98195,public,https://www.usnews.com/dims4/USNEWS/93ba9bc/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F06%2F034e31d063521a543bb42f6f2c00b6%2F_20180227_Fall-Fling_216.jpg,62,27,29,49,38796,3.8,32099,1220,1220-1460,27-32,1861,Quarter,Urban,http://www.washington.edu
Rutgers University--New Brunswick,NJ,Piscataway,8854,public,https://www.usnews.com/dims4/USNEWS/2b31c7c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F77%2Fd63d828afc35176403318efd541d95%2Fcollege-photo_36406.jpg,62,25,12,60,32189,,36039,1190,1190-1410,25-31,1766,Semester,City,https://newbrunswick.rutgers.edu
Loyola Marymount University,CA,Los Angeles,90045,private,https://www.usnews.com/dims4/USNEWS/ff1f25c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F48%2F9c0bfb4d4b7dfa9ed536a41b38341a%2Fcollege-photo_998.jpg,64,27,49,47,50283,3.8,6700,1210,1210-1390,27-31,1911,Semester,Suburban,http://www.lmu.edu
Southern Methodist University,TX,Dallas,75275,private,https://www.usnews.com/dims4/USNEWS/fe81844/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F22%2Fda45ba18cafc60ba764ec300a6f899%2Fcollege-photo_15195.jpg,64,29,22,51,56560,3.6,6479,1280,1280-1460,29-33,1911,Semester,Urban,http://www.smu.edu
University of Connecticut,CT,Storrs,6269,public,https://www.usnews.com/dims4/USNEWS/ccc129a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd1%2F202f4160cac59750a606d3da18307f%2Fcollege-photo_18368.jpg,64,26,24,49,39894,,19133,1210,1210-1420,26-31,1881,Semester,Rural,http://www.uconn.edu
University of Maryland--College Park,MD,College Park,20742,public,https://www.usnews.com/dims4/USNEWS/4a25ab5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fdb%2F35601f3f60a9564fed7dbb5674f765%2Fcollege-photo_23577.jpg,64,28,18,47,36890,4,30762,1290,1290-1480,28-33,1856,Semester,Suburban,http://www.maryland.edu
University of Massachusetts--Amherst,MA,Amherst,1003,public,https://www.usnews.com/dims4/USNEWS/7e51111/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0b%2Fa6d5f07e506eb7bd3df0cd435e78fc%2F1_2014_08_30_Football_Gillette_js_MG_2843-48.jpg,64,26,34,60,35710,3.9,23515,1200,1200-1390,26-31,1863,Semester,Suburban,http://www.umass.edu
Worcester Polytechnic Institute,MA,Worcester,1609,private,https://www.usnews.com/dims4/USNEWS/e647ad0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F9b%2F18766e26dfae548c231e4f11891a2c%2FWPI_photo_1.jpg,64,29,59,42,52322,3.9,4668,1300,1300-1460,29-33,1865,Semester,City,https://www.wpi.edu/admissions/undergraduate
Clemson University,SC,Clemson,29634,public,https://www.usnews.com/dims4/USNEWS/fffcb22/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc8%2Ff75c7f9b803175a4cb407e8ab89824%2Fcollege-photo_23072.jpg,70,27,24,47,38112,4,19669,1220,1220-1400,27-32,1946,Differs by program,Rural,//www.nec.edu
George Washington University,DC,Washington,20052,private,https://www.usnews.com/dims4/USNEWS/386a4b6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F93%2F742265d75c507c9b4d74c460544823%2Fcollege-photo_25925.jpg,70,29,43,42,56935,,12546,1280,1280-1460,29-32,1821,Semester,Urban,http://www.gwu.edu
Texas A&M University--College Station,TX,College Station,77843,public,https://www.usnews.com/dims4/USNEWS/b3bbcb0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1c%2Fb43467b2657e9b0f6411e7d772305c%2Fcollege-photo_22984.jpg,70,25,43,67,37726,,53743,1170,1170-1380,25-31,1876,Semester,City,http://www.tamu.edu
